open_time,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base,taker_buy_quote,ignore,EMA12,EMA26,MACD,Signal,Hist,return,rho1,ADX,volatility,delta_volatility,delta_volume,vol_vol_ratio,TrendScore,rho1_norm,ADX_norm,vol_vol_ratio_norm,target
2025-10-25 14:45:00,3937.51,3939.24,3933.6,3938.66,1209.5138,2025-10-25 14:59:59.999,4761132.724367,11756,782.3475,3079518.293399,0,3942.217581761225,3941.7219796796426,0.4956020815825468,1.8531753057757283,-1.3575732241931815,0.0002895223389340895,-0.05770318689097575,27.225792895064803,0.0012533141274349074,-9.89053759102704e-05,-245.83550000000014,4.0232340695412315e-07,16.323935180125364,0.7126929461810853,0.2989906065811336,0.5295191349902645,-1.0
2025-10-25 15:00:00,3938.66,3938.66,3928.88,3929.94,1982.4194,2025-10-25 15:14:59.999,7795059.771846,17367,922.8309,3628598.295151,0,3940.328723028729,3940.8492404441135,-0.5205174153843473,1.3784367615437132,-1.8989541769280605,-0.0022139509376284394,-0.01751816564490735,25.905167161085416,0.0012694749626633696,1.616083522846222e-05,772.9056,2.090919670974336e-08,15.539596667704107,0.9074328951303204,0.199429518406367,0.0658320316798403,1.0
2025-10-25 15:15:00,3929.93,3933.73,3929.73,3932.94,1344.8993,2025-10-25 15:29:59.999,5287155.615122,9330,985.3711,3873642.666197,0,3939.1919964089248,3940.263370781586,-1.0713743726619214,0.8884745347025863,-1.9598489073645076,0.0007633704331364566,-0.1418864441909769,24.650572713805,0.0012665939441473403,-2.8810185160293555e-06,-637.5201,4.519102246390907e-09,14.761966340348627,0.3047338927667117,0.1048464846403389,0.0459065144322613,-1.0
2025-10-25 15:30:00,3932.94,3934.24,3928.14,3931.75,2318.4475,2025-10-25 15:44:59.999,9112810.481337,15260,1263.692,4966915.695739,0,3938.0470738844742,3939.632750723691,-1.5856768392168306,0.3936442599187029,-1.9793210991355337,-0.0003025726301444376,-0.12972323004895017,23.518660105452604,0.0011965492445401133,-7.004469960722698e-05,973.5482000000002,-7.194784973895177e-08,14.085251402872201,0.3636778382376537,0.0195123524129397,-0.0470547295715815,1.0
2025-10-25 15:45:00,3931.75,3933.4,3924.2,3932.71,2650.3817,2025-10-25 15:59:59.999,10414795.322559,16532,1589.7847,6247663.212029,0,3937.2259855945554,3939.119954373789,-1.8939687792330917,-0.0638783479116559,-1.8300904313214357,0.00024416608380484206,-0.13814077033363018,22.777127549168814,0.0011969752725537433,4.2602801363002957e-07,331.9341999999997,1.283471283254422e-09,13.638648375691256,0.322885739229442,-0.0363912895660548,0.0419729421940456,-1.0
2025-10-25 16:00:00,3932.72,3934.48,3927.74,3932.09,1801.2476,2025-10-25 16:14:59.999,7082065.071465,21663,862.9339,3392744.138321,0,3936.435833964624,3938.599217012767,-2.1633830481432597,-0.4837792879579767,-1.679603760185283,-0.00015765210249418793,-0.1239443118602314,21.967904301873297,0.0011923717134145104,-4.603559139232903e-06,-849.1341,5.421474816796196e-09,13.155953719836226,0.3916829555215722,-0.097398087331755,0.0470035331380141,-1.0
2025-10-25 16:15:00,3932.08,3933.61,3927.98,3929.18,1105.6365,2025-10-25 16:29:59.999,4347446.131753,10143,723.128,2843373.454457,0,3935.31955181622,3937.9014972340433,-2.5819454178231354,-0.9034125139310084,-1.6785329038921268,-0.0007400644440997972,-0.10670689867362172,21.199142216942555,0.0011758319694644883,-1.6539743950022123e-05,-695.6110999999999,2.377728582827693e-08,12.698143955186264,0.4752168908011426,-0.1553545452091703,0.0693187815168663,1.0
2025-10-25 16:30:00,3929.18,3931.0,3929.17,3929.63,1256.9271,2025-10-25 16:44:59.999,4939366.942204,7635,899.854,3536052.345726,0,3934.4442361521865,3937.288793735225,-2.8445575830387497,-1.2916415277525568,-1.552916055286193,0.00011452771316156074,-0.11437303148362479,20.46881823625835,0.001172725400566462,-3.1065688980262424e-06,151.29060000000004,-2.053378662009564e-08,12.258416331351528,0.4380661747938911,-0.2104131801927149,0.01544959605836,1.0
2025-10-25 16:45:00,3929.63,3937.83,3928.46,3932.47,1875.8489,2025-10-25 16:59:59.999,7377096.842683,15097,1199.1649,4715475.925768,0,3934.140507513389,3936.9318460511345,-2.7913385377460145,-1.5915809297512484,-1.199757607994766,0.0007227143522416934,-0.11059545978943287,19.7792662951805,0.0011882392563127542,1.5513855746292172e-05,618.9217999999998,2.50659384534398e-08,11.845440690163601,0.4563726008219969,-0.2623980384612764,0.0708854027566788,1.0
2025-10-25 17:00:00,3932.47,3939.36,3932.35,3938.98,937.3987,2025-10-25 17:14:59.999,3689142.140037,9616,530.6903,2088432.133346,0,3934.885044819021,3937.083561158458,-2.198516339436992,-1.7129680116883972,-0.4855483277485948,0.0016554481025921053,-0.14486970320765602,19.25726632484713,0.0010618809359678677,-0.0001263583203448865,-938.4502,1.3464573862831133e-07,11.525385881195893,0.2902767719143176,-0.301751266053612,0.2041020967331979,-1.0
