time,action,position,value,entryprice
2025-10-20 08:59:59.999000,long,1014.0,12.38094,0.01221
2025-10-20 14:59:59.999000,short,1014.0,11.87394,0.01171
2025-10-21 04:59:59.999000,short,2690.0,29.724500000000003,0.01105
2025-10-21 13:59:59.999000,long,2690.0,30.128,0.0112
2025-10-21 17:59:59.999000,long,1020.0,11.8422,0.01161
2025-10-21 19:59:59.999000,long,2517.0,29.49924,0.01172
2025-10-21 20:29:59.999000,short,2517.0,29.24754,0.01162
